Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon,Sucursal,Ingreso
Mesa de centro,Muebles,223400.0,17700.0,2021-10-29,Santiago Silva,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175,Tienda 1,205700.0
Dashboards con Power BI,Libros,43200.0,7000.0,2022-02-01,Blanca Ramirez,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,36200.0
Ajedrez de madera,Juguetes,29800.0,0.0,2021-01-22,Izabela de León,Barranquilla,5,Tarjeta de crédito,3,10.96854,-74.78132,Tienda 1,29800.0
Vaso térmico,Deportes y diversión,49700.0,800.0,2021-01-15,Blanca Ramirez,Armenia,5,Nequi,1,4.53389,-75.68111,Tienda 1,48900.0
Asistente virtual,Electrónicos,182000.0,7900.0,2022-08-23,Ángel Rodriguez,Cúcuta,4,Tarjeta de crédito,10,7.89391,-72.50782,Tienda 1,174100.0
Armario,Muebles,474900.0,23500.0,2021-12-26,Camila Rivera,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,451400.0
Armario,Muebles,512200.0,25500.0,2021-08-16,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,486700.0
Auriculares con micrófono,Electrónicos,73600.0,12700.0,2021-06-06,Rafael Acosta,Medellín,5,Tarjeta de crédito,8,6.25184,-75.56359,Tienda 1,60900.0
Muñeca bebé,Juguetes,54600.0,3100.0,2020-10-10,Ángel Rodriguez,Cartagena,4,Tarjeta de crédito,5,10.39972,-75.51444,Tienda 1,51500.0
Ciencia de datos con Python,Libros,43700.0,2500.0,2021-03-27,Blanca Ramirez,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,41200.0
Set de vasos,Artículos para el hogar,23100.0,0.0,2021-08-15,Felipe Santos,Medellín,1,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 1,23100.0
Guitarra eléctrica,Instrumentos musicales,694700.0,44400.0,2022-08-03,Juan Fernandez,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,650300.0
Guitarra acústica,Instrumentos musicales,200800.0,8900.0,2020-08-13,Juan Fernandez,Bogotá,3,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,191900.0
Microondas,Electrodomésticos,589600.0,29600.0,2022-12-04,Felipe Santos,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,560000.0
Balón de baloncesto,Deportes y diversión,59400.0,1400.0,2022-11-09,Pedro Gomez,Bogotá,3,Nequi,1,4.60971,-74.08175,Tienda 1,58000.0
Balón de voleibol,Deportes y diversión,46300.0,0.0,2021-07-28,Izabela de León,Medellín,3,Tarjeta de crédito,7,6.25184,-75.56359,Tienda 1,46300.0
Celular ABXY,Electrónicos,843100.0,45300.0,2023-01-06,Blanca Ramirez,Soacha,4,Tarjeta de crédito,2,4.57937,-74.21682,Tienda 1,797800.0
Refrigerador,Electrodomésticos,1835300.0,98200.0,2021-06-29,Juliana Costa,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,1737100.0
Batería,Instrumentos musicales,927500.0,47600.0,2020-05-31,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,879900.0
Olla de presión,Artículos para el hogar,66500.0,1700.0,2022-12-25,Rafael Acosta,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,64800.0
Secadora de ropa,Electrodomésticos,1444100.0,79300.0,2020-08-19,Felipe Santos,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 1,1364800.0
Celular ABXY,Electrónicos,1142000.0,65500.0,2021-03-01,Juliana Costa,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,1076500.0
Pandereta,Instrumentos musicales,40300.0,8000.0,2020-09-21,Felipe Santos,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,32300.0
Carrito de control remoto,Juguetes,74800.0,4200.0,2020-10-03,Felipe Santos,Bogotá,5,Tarjeta de crédito,12,4.60971,-74.08175,Tienda 1,70600.0
Cama king,Muebles,861900.0,44100.0,2020-06-29,Pedro Gomez,Cúcuta,5,Tarjeta de crédito,6,7.89391,-72.50782,Tienda 1,817800.0
Mesa de noche,Muebles,250400.0,13500.0,2020-12-30,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,236900.0
Dinosaurio Rex,Juguetes,16100.0,0.0,2020-01-13,Juliana Costa,Riohacha,5,Nequi,1,11.54444,-72.90722,Tienda 1,16100.0
Secadora de ropa,Electrodomésticos,831500.0,42500.0,2020-02-22,Rafael Acosta,Bucaramanga,5,Tarjeta de crédito,1,7.12539,-73.1198,Tienda 1,789000.0
Lavadora de ropa,Electrodomésticos,1332400.0,71200.0,2020-05-13,Blanca Ramirez,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,1261200.0
Carrito de control remoto,Juguetes,76800.0,4600.0,2020-11-27,Felipe Santos,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,72200.0
Lavavajillas,Electrodomésticos,1042700.0,55900.0,2021-11-04,Juliana Costa,Medellín,5,Tarjeta de débito,1,6.25184,-75.56359,Tienda 1,986800.0
Kit de bancas,Muebles,296300.0,16000.0,2022-06-18,Pedro Gomez,Pasto,4,Nequi,1,1.21361,-77.28111,Tienda 1,280300.0
Tablet ABXY,Electrónicos,853400.0,46100.0,2021-01-05,Izabela de León,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,807300.0
Smart TV,Electrónicos,1340600.0,69600.0,2020-08-17,Juan Fernandez,Medellín,1,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 1,1271000.0
Armario,Muebles,482700.0,26200.0,2021-12-12,Ángel Rodriguez,Neiva,5,Tarjeta de crédito,3,2.9273,-75.28189,Tienda 1,456500.0
Tablet ABXY,Electrónicos,1502900.0,78200.0,2021-08-09,Maria Alfonso,Manizales,1,Tarjeta de crédito,3,5.06889,-75.51738,Tienda 1,1424700.0
Microondas,Electrodomésticos,484400.0,26200.0,2021-09-26,Ángel Rodriguez,Armenia,5,Nequi,1,4.53389,-75.68111,Tienda 1,458200.0
Bloques de construcción,Juguetes,29700.0,0.0,2020-03-28,Pedro Gomez,Medellín,5,Tarjeta de crédito,7,6.25184,-75.56359,Tienda 1,29700.0
Dinosaurio Rex,Juguetes,14700.0,1400.0,2020-12-09,Lucas Olivera,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,13300.0
Cuerda para saltar,Deportes y diversión,11600.0,0.0,2020-11-23,Felipe Santos,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,11600.0
Secadora de ropa,Electrodomésticos,630600.0,34000.0,2020-01-17,Rafael Acosta,Cali,5,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 1,596600.0
Balón de baloncesto,Deportes y diversión,65400.0,3700.0,2023-01-16,Camila Rivera,Pasto,5,Tarjeta de crédito,4,1.21361,-77.28111,Tienda 1,61700.0
Set de vasos,Artículos para el hogar,32400.0,1900.0,2021-02-25,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,30500.0
Batería,Instrumentos musicales,580700.0,31100.0,2020-11-27,Pedro Gomez,Barranquilla,5,Tarjeta de crédito,4,10.96854,-74.78132,Tienda 1,549600.0
Microondas,Electrodomésticos,793500.0,40400.0,2021-07-21,Blanca Ramirez,Pereira,3,Nequi,1,4.81333,-75.69611,Tienda 1,753100.0
Bicicleta,Deportes y diversión,593900.0,31800.0,2020-03-02,Juan Fernandez,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,562100.0
Bloques de construcción,Juguetes,25700.0,0.0,2021-04-23,Camila Rivera,Cúcuta,4,Tarjeta de crédito,3,7.89391,-72.50782,Tienda 1,25700.0
Ciencia de datos con Python,Libros,48500.0,7400.0,2020-12-16,Pedro Gomez,Bogotá,3,Nequi,1,4.60971,-74.08175,Tienda 1,41100.0
Olla de presión,Artículos para el hogar,69100.0,6100.0,2021-01-29,Felipe Santos,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 1,63000.0
Microondas,Electrodomésticos,484100.0,24000.0,2021-09-10,Santiago Silva,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,460100.0
Cubertería,Artículos para el hogar,32500.0,0.0,2022-06-10,Juan Fernandez,Medellín,2,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 1,32500.0
Armario,Muebles,514300.0,27800.0,2021-11-22,Rafael Acosta,Medellín,1,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 1,486500.0
Modelado predictivo,Libros,77900.0,2300.0,2020-08-19,Rafael Acosta,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,75600.0
Pandereta,Instrumentos musicales,87600.0,5100.0,2022-01-20,Blanca Ramirez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,82500.0
Mochila,Deportes y diversión,112200.0,6400.0,2021-01-28,Mariana Herrera,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 1,105800.0
Microondas,Electrodomésticos,620000.0,31200.0,2021-05-17,Maria Alfonso,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,588800.0
Secadora de ropa,Electrodomésticos,680000.0,34400.0,2021-02-28,Beatriz Morales,Medellín,1,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,645600.0
Cubertería,Artículos para el hogar,47100.0,2900.0,2020-09-28,Juan Fernandez,Bogotá,3,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 1,44200.0
Lavavajillas,Electrodomésticos,1130800.0,60600.0,2022-07-23,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 1,1070200.0
Iniciando en programación,Libros,53000.0,1000.0,2021-09-10,Pedro Gomez,Medellín,1,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,52000.0
Cama king,Muebles,908600.0,49000.0,2022-06-05,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,859600.0
Balón de baloncesto,Deportes y diversión,30600.0,4000.0,2021-10-30,Ángel Rodriguez,Manizales,2,Tarjeta de crédito,5,5.06889,-75.51738,Tienda 1,26600.0
Silla de oficina,Muebles,276200.0,20600.0,2020-06-21,Felipe Santos,Cartagena,3,Tarjeta de crédito,10,10.39972,-75.51444,Tienda 1,255600.0
Set de vasos,Artículos para el hogar,28300.0,0.0,2022-03-28,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,28300.0
Lavavajillas,Electrodomésticos,1474800.0,78700.0,2021-07-21,Beatriz Morales,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,1396100.0
Smart TV,Electrónicos,1806000.0,96600.0,2021-11-30,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,1709400.0
Set de vasos,Artículos para el hogar,24100.0,1800.0,2020-09-10,Juan Fernandez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 1,22300.0
Batería,Instrumentos musicales,1074500.0,57900.0,2021-04-26,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,1016600.0
TV LED UHD 4K,Electrónicos,2621000.0,140200.0,2022-09-05,Maria Alfonso,Medellín,5,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 1,2480800.0
Balón de voleibol,Deportes y diversión,51000.0,900.0,2020-09-27,Camila Rivera,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 1,50100.0
Balón de voleibol,Deportes y diversión,43900.0,7100.0,2022-08-09,Lucas Olivera,Bogotá,2,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,36800.0
Balón de voleibol,Deportes y diversión,46600.0,2900.0,2022-02-15,Juliana Costa,Medellín,2,Cupón,1,6.25184,-75.56359,Tienda 1,43700.0
Lavavajillas,Electrodomésticos,1573400.0,84200.0,2023-01-10,Mariana Herrera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,1489200.0
Asistente virtual,Electrónicos,216700.0,9700.0,2022-01-12,Pedro Gomez,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,207000.0
Refrigerador,Electrodomésticos,2116100.0,112900.0,2021-05-15,Maria Alfonso,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 1,2003200.0
Mesa de noche,Muebles,317900.0,15100.0,2022-03-23,Beatriz Morales,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 1,302800.0
Balón de baloncesto,Deportes y diversión,45500.0,0.0,2021-05-20,Maria Alfonso,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,45500.0
Set de ollas,Artículos para el hogar,79700.0,4600.0,2022-10-25,Izabela de León,Pereira,1,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 1,75100.0
Bloques de construcción,Juguetes,25500.0,0.0,2022-04-24,Rafael Acosta,Barranquilla,3,Tarjeta de crédito,6,10.96854,-74.78132,Tienda 1,25500.0
Guitarra acústica,Instrumentos musicales,220000.0,11900.0,2021-08-19,Beatriz Morales,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,208100.0
Guitarra acústica,Instrumentos musicales,312200.0,14800.0,2020-01-24,Beatriz Morales,Medellín,2,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 1,297400.0
Balón de voleibol,Deportes y diversión,55200.0,1100.0,2022-08-25,Beatriz Morales,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,54100.0
Microondas,Electrodomésticos,744600.0,44400.0,2020-03-08,Blanca Ramirez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,700200.0
Sillón,Muebles,250000.0,11500.0,2022-01-26,Juliana Costa,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,238500.0
Olla de presión,Artículos para el hogar,73600.0,2100.0,2022-07-31,Pedro Gomez,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,71500.0
Sofá reclinable,Muebles,643900.0,32500.0,2022-05-15,Blanca Ramirez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,611400.0
Refrigerador,Electrodomésticos,2499400.0,133800.0,2021-08-18,Juliana Costa,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 1,2365600.0
Smart TV,Electrónicos,1414800.0,73500.0,2022-11-13,Juan Fernandez,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 1,1341300.0
Secadora de ropa,Electrodomésticos,918700.0,49600.0,2020-12-24,Izabela de León,Barranquilla,5,Tarjeta de crédito,8,10.96854,-74.78132,Tienda 1,869100.0
Iphone 15,Electrónicos,1802000.0,94100.0,2020-11-22,Blanca Ramirez,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175,Tienda 1,1707900.0
Dashboards con Power BI,Libros,28300.0,7400.0,2020-04-17,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,20900.0
Cubertería,Artículos para el hogar,52100.0,1000.0,2023-02-20,Juan Fernandez,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 1,51100.0
Auriculares,Electrónicos,108700.0,4000.0,2022-05-23,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,104700.0
Balón de baloncesto,Deportes y diversión,69200.0,4100.0,2022-11-17,Pedro Gomez,Bogotá,3,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 1,65100.0
Asistente virtual,Electrónicos,294100.0,13800.0,2021-01-03,Izabela de León,Cali,5,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 1,280300.0
Guitarra acústica,Instrumentos musicales,277500.0,13000.0,2022-06-03,Camila Rivera,Pereira,1,Tarjeta de crédito,2,4.81333,-75.69611,Tienda 1,264500.0
Balón de baloncesto,Deportes y diversión,49900.0,800.0,2020-01-17,Izabela de León,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 1,49100.0
Auriculares,Electrónicos,115700.0,13600.0,2023-01-25,Lucas Olivera,Barranquilla,4,Tarjeta de crédito,8,10.96854,-74.78132,Tienda 1,102100.0
Impresora,Electrónicos,369600.0,17900.0,2020-05-10,Juliana Costa,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 1,351700.0
Ciencia de datos con Python,Libros,41300.0,0.0,2022-02-08,Blanca Ramirez,Cali,4,Nequi,1,3.43722,-76.5225,Tienda 1,41300.0
Asistente virtual,Electrónicos,146700.0,6000.0,2022-03-14,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,140700.0
Sofá reclinable,Muebles,708300.0,38200.0,2020-12-10,Juliana Costa,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,670100.0
Microondas,Electrodomésticos,631300.0,31800.0,2020-09-10,Rafael Acosta,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,599500.0
Cama king,Muebles,521500.0,26000.0,2021-06-01,Juan Fernandez,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,495500.0
Sillón,Muebles,200900.0,8900.0,2021-09-06,Pedro Gomez,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,192000.0
Balón de baloncesto,Deportes y diversión,72200.0,4900.0,2022-05-26,Beatriz Morales,Pasto,5,Tarjeta de crédito,2,1.21361,-77.28111,Tienda 1,67300.0
Estufa,Electrodomésticos,534600.0,28700.0,2021-04-10,Mariana Herrera,Leticia,5,Nequi,1,-4.21528,-69.94056,Tienda 1,505900.0
Auriculares,Electrónicos,137000.0,7800.0,2023-02-21,Pedro Gomez,Riohacha,5,Tarjeta de crédito,2,11.54444,-72.90722,Tienda 1,129200.0
Vaso térmico,Deportes y diversión,57800.0,5500.0,2022-11-11,Beatriz Morales,Bogotá,5,Tarjeta de crédito,9,4.60971,-74.08175,Tienda 1,52300.0
Lavadora de ropa,Electrodomésticos,1366800.0,71000.0,2021-04-01,Izabela de León,Riohacha,3,Tarjeta de crédito,5,11.54444,-72.90722,Tienda 1,1295800.0
Secadora de ropa,Electrodomésticos,1027500.0,55400.0,2020-02-15,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,972100.0
Mesa de comedor,Muebles,317200.0,17100.0,2020-01-29,Camila Rivera,Barranquilla,1,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 1,300100.0
Balón de baloncesto,Deportes y diversión,73300.0,4600.0,2022-04-08,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,68700.0
Asistente virtual,Electrónicos,206400.0,11700.0,2021-07-12,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,194700.0
Auriculares,Electrónicos,73200.0,8600.0,2022-02-20,Beatriz Morales,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,64600.0
Batería,Instrumentos musicales,675000.0,36300.0,2022-01-08,Maria Alfonso,Cali,2,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,638700.0
Dashboards con Power BI,Libros,37300.0,0.0,2022-09-21,Lucas Olivera,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 1,37300.0
Refrigerador,Electrodomésticos,1770100.0,99900.0,2021-01-05,Pedro Gomez,Pereira,5,Tarjeta de crédito,3,4.81333,-75.69611,Tienda 1,1670200.0
Carrito de control remoto,Juguetes,85200.0,2700.0,2022-09-12,Pedro Gomez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,82500.0
Lavavajillas,Electrodomésticos,1540600.0,82200.0,2020-03-10,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,1458400.0
Carrito de control remoto,Juguetes,87500.0,4900.0,2020-12-10,Mariana Herrera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,82600.0
Cubo mágico 8x8,Juguetes,14100.0,0.0,2021-08-26,Ángel Rodriguez,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,14100.0
Cama king,Muebles,579900.0,36700.0,2023-02-05,Beatriz Morales,Cúcuta,4,Tarjeta de crédito,4,7.89391,-72.50782,Tienda 1,543200.0
Bicicleta,Deportes y diversión,627500.0,34100.0,2023-01-01,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,593400.0
Sofá reclinable,Muebles,610500.0,30700.0,2023-02-20,Rafael Acosta,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,579800.0
Set de ollas,Artículos para el hogar,101900.0,6100.0,2022-12-28,Santiago Silva,Bogotá,4,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 1,95800.0
Mesa de comedor,Muebles,250100.0,13700.0,2020-05-03,Camila Rivera,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,236400.0
Impresora,Electrónicos,292100.0,16000.0,2021-05-22,Santiago Silva,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 1,276100.0
Mesa de comedor,Muebles,214800.0,12500.0,2021-03-09,Blanca Ramirez,Cúcuta,5,Tarjeta de crédito,1,7.89391,-72.50782,Tienda 1,202300.0
Guitarra eléctrica,Instrumentos musicales,934500.0,50000.0,2022-12-01,Juliana Costa,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 1,884500.0
Set de vasos,Artículos para el hogar,44900.0,2600.0,2022-03-09,Juan Fernandez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,42300.0
Mochila,Deportes y diversión,82900.0,2600.0,2022-08-02,Maria Alfonso,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,80300.0
Sillón,Muebles,229200.0,12900.0,2020-07-31,Rafael Acosta,Medellín,5,Tarjeta de crédito,14,6.25184,-75.56359,Tienda 1,216300.0
Auriculares con micrófono,Electrónicos,49300.0,3000.0,2022-12-16,Mariana Herrera,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,46300.0
Mesa de comedor,Muebles,308800.0,23300.0,2020-06-08,Santiago Silva,Cali,1,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 1,285500.0
Balón de voleibol,Deportes y diversión,48700.0,3000.0,2022-07-14,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,45700.0
Iphone 15,Electrónicos,2036500.0,106600.0,2021-08-17,Maria Alfonso,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 1,1929900.0
Iniciando en programación,Libros,50700.0,900.0,2020-03-14,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,49800.0
Muñeca bebé,Juguetes,56000.0,1200.0,2020-06-05,Camila Rivera,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,54800.0
Cama box,Muebles,632100.0,34100.0,2021-04-30,Blanca Ramirez,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,598000.0
Auriculares,Electrónicos,51400.0,8600.0,2022-07-23,Izabela de León,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 1,42800.0
Mesa de noche,Muebles,261500.0,14100.0,2021-02-26,Maria Alfonso,Cali,1,Tarjeta de crédito,5,3.43722,-76.5225,Tienda 1,247400.0
Muñeca bebé,Juguetes,39400.0,4500.0,2021-05-22,Ángel Rodriguez,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,34900.0
Secadora de ropa,Electrodomésticos,1066200.0,55000.0,2021-09-05,Juliana Costa,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,1011200.0
Refrigerador,Electrodomésticos,1893400.0,101200.0,2021-10-05,Rafael Acosta,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,1792200.0
Balón de voleibol,Deportes y diversión,45800.0,4800.0,2020-11-05,Ángel Rodriguez,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 1,41000.0
Batería,Instrumentos musicales,1013100.0,52100.0,2021-04-09,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,961000.0
Bicicleta,Deportes y diversión,559700.0,28000.0,2022-09-14,Rafael Acosta,Barranquilla,5,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 1,531700.0
Mesa de centro,Muebles,157500.0,6600.0,2022-11-28,Juliana Costa,Cúcuta,5,Tarjeta de crédito,3,7.89391,-72.50782,Tienda 1,150900.0
Iniciando en programación,Libros,51200.0,10600.0,2022-01-29,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,40600.0
Batería,Instrumentos musicales,765900.0,39000.0,2022-09-03,Ángel Rodriguez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,726900.0
Sofá reclinable,Muebles,692500.0,35100.0,2021-02-18,Izabela de León,Armenia,1,Cupón,1,4.53389,-75.68111,Tienda 1,657400.0
Modelado predictivo,Libros,79500.0,2400.0,2022-07-01,Izabela de León,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,77100.0
Bicicleta,Deportes y diversión,437500.0,23500.0,2022-09-11,Pedro Gomez,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,414000.0
Cubo mágico 8x8,Juguetes,15400.0,8300.0,2021-12-28,Mariana Herrera,Cartagena,5,Nequi,1,10.39972,-75.51444,Tienda 1,7100.0
Ciencia de datos con Python,Libros,40900.0,0.0,2020-12-27,Beatriz Morales,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 1,40900.0
Microondas,Electrodomésticos,625400.0,31500.0,2022-11-13,Rafael Acosta,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,593900.0
Cama king,Muebles,773700.0,39400.0,2020-04-08,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,734300.0
Ajedrez de madera,Juguetes,28600.0,2200.0,2022-09-17,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,26400.0
Sillón,Muebles,193300.0,10500.0,2023-02-22,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,182800.0
Dashboards con Power BI,Libros,37600.0,0.0,2020-02-22,Maria Alfonso,Medellín,4,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,37600.0
Guitarra eléctrica,Instrumentos musicales,757500.0,42700.0,2020-04-20,Beatriz Morales,Cali,5,Cupón,1,3.43722,-76.5225,Tienda 1,714800.0
Batería,Instrumentos musicales,409500.0,29200.0,2022-01-14,Rafael Acosta,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 1,380300.0
